STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1221601 24/08/22 12   58.3  -0.1  20.7
1221601 24/08/22 09   58.4   0.0  17.4
1221601 24/08/22 06   58.4   0.0  15.6
1221601 24/08/22 03   58.4  -0.1  16.9
1221601 24/08/22 00   58.5   0.1  17.4
1221601 23/08/22 21   58.4  -0.1  18.4
1221601 23/08/22 18   58.5  -0.1  20.9
1221601 23/08/22 15   58.6  -0.2  21.6
1221601 23/08/22 12   58.8   0.0  18.7
1221601 23/08/22 09   58.8   0.0  15.2
1221601 23/08/22 06   58.8   0.0  12.4
1221601 23/08/22 03   58.8   0.0  14.4
1221601 23/08/22 00   58.8   0.0  14.9
1221601 22/08/22 21   58.8   1.7  16.2
1221601 22/08/22 18   57.1   0.1  17.6
1221601 22/08/22 15   57.0  -1.0  18.9
1221601 22/08/22 12   58.0  -0.2  19.2
1221601 22/08/22 09   58.2   0.2  14.2
1221601 22/08/22 06   58.0   0.1  10.4
1221601 22/08/22 03   57.9   0.1  10.7
1221601 22/08/22 00   57.8   0.1  12.7
1221601 21/08/22 21   57.7  -0.1  17.6
1221601 21/08/22 18   57.8  -0.4  23.6
1221601 21/08/22 15   58.2  -0.2  24.9
1221601 21/08/22 12   58.4  -0.1  23.2
1221601 21/08/22 09   58.5  -0.1  18.4
1221601 21/08/22 06   58.6   0.0  16.2
1221601 21/08/22 03   58.6   0.0  16.4
1221601 21/08/22 00   58.6   0.0  16.4
1221601 20/08/22 21   58.6   0.0  17.2
1221601 20/08/22 18   58.6   0.0  18.0
1221601 20/08/22 15   58.6   0.0  17.2
1221601 20/08/22 12   58.6   0.2  16.4
1221601 20/08/22 09   58.4  -0.2  16.7
1221601 20/08/22 06   58.6   0.2  16.9
1221601 20/08/22 03   58.4   0.1  18.4
1221601 20/08/22 00   58.3   0.1  18.9
1221601 19/08/22 21   58.2   0.0  21.4
1221601 19/08/22 18   58.2   0.0  25.4
1221601 19/08/22 15   58.2   0.0  24.9
1221601 19/08/22 12   58.2  -0.2  24.0
1221601 19/08/22 09   58.4   0.0  21.2
1221601 19/08/22 06   58.4   0.2  18.9
1221601 19/08/22 03   58.2   0.2  19.6
1221601 19/08/22 00   58.0   0.2  22.0
1221601 18/08/22 21   57.8   0.0  26.7
1221601 18/08/22 18   57.8   0.0  31.4
1221601 18/08/22 15   57.8  -0.4  32.0
1221601 18/08/22 12   58.2  -0.2  28.9
1221601 18/08/22 09   58.4   0.2  19.6
1221601 18/08/22 06   58.2   0.0  15.4
1221601 18/08/22 03   58.2   0.3  17.2
1221601 18/08/22 00   57.9   0.0  20.9
1221601 17/08/22 21   57.9   0.2  26.4
1221601 17/08/22 18   57.7  -0.3  32.4
1221601 17/08/22 15   58.0  -0.4  34.7
1221601 17/08/22 12   58.4  -0.6  31.4
1221601 17/08/22 09   59.0   0.2  19.2
1221601 17/08/22 06   58.8   0.1  11.2
1221601 17/08/22 03   58.7   0.1  13.4
1221601 17/08/22 00   58.6   0.2  16.9
1221601 16/08/22 21   58.4   0.0  21.4
1221601 16/08/22 18   58.4  -0.2  29.2
1221601 16/08/22 15   58.6  -0.4  30.9
1221601 16/08/22 12   59.0  -0.4  28.2
1221601 16/08/22 09   59.4   0.0  19.2
1221601 16/08/22 06   59.4   0.1  11.6
1221601 16/08/22 03   59.3   0.1  12.7
1221601 16/08/22 00   59.2   0.2  15.6
1221601 15/08/22 21   59.0   0.0  21.4
1221601 15/08/22 18   59.0   0.6  26.0
1221601 15/08/22 15   58.4   0.0  26.4
1221601 15/08/22 12   58.4  -0.4  29.6
1221601 15/08/22 09   58.8   0.0  19.2
1221601 15/08/22 06   58.8   0.1  12.9
1221601 15/08/22 03   58.7   0.1  14.0
1221601 15/08/22 00   58.6   0.2  16.4
1221601 14/08/22 21   58.4   0.0  22.4
1221601 14/08/22 18   58.4  -0.1  28.2
1221601 14/08/22 15   58.5  -0.2  28.4
1221601 14/08/22 12   58.7  -0.3  26.2
1221601 14/08/22 09   59.0   0.2  21.4
1221601 14/08/22 06   58.8   0.0  16.4
1221601 14/08/22 03   58.8   0.1  16.4
1221601 14/08/22 00   58.7   0.1  20.0
1221601 13/08/22 21   58.6   0.0  22.2
1221601 13/08/22 18   58.6  -0.2  25.6
1221601 13/08/22 15   58.8  -0.2  26.4
1221601 13/08/22 12   59.0  -0.2  25.2
1221601 13/08/22 09   59.2   0.0  18.7
1221601 13/08/22 06   59.2   0.1   9.6
1221601 13/08/22 03   59.1   0.1  10.4
1221601 13/08/22 00   59.0   0.2  12.9
1221601 12/08/22 21   58.8   0.0  18.9
1221601 12/08/22 18   58.8  -0.2  25.2
1221601 12/08/22 15   59.0  -0.1  28.2
1221601 12/08/22 12   59.1  -0.2  26.2
1221601 12/08/22 09   59.3   0.1  16.7
1221601 12/08/22 06   59.2   0.0   8.9
1221601 12/08/22 03   59.2   0.2  11.2
1221601 12/08/22 00   59.0   0.2  12.7
1221601 11/08/22 21   58.8  -0.1  20.0
1221601 11/08/22 18   58.9  -0.1  26.7
1221601 11/08/22 15   59.0  -0.2  29.2
1221601 11/08/22 12   59.2  -0.3  26.9
1221601 11/08/22 09   59.5   0.0  17.6
1221601 11/08/22 06   59.5   0.1   8.4
1221601 11/08/22 03   59.4   0.2  10.4
1221601 11/08/22 00   59.2   0.2  13.6
1221601 10/08/22 21   59.0  -0.1  20.0
1221601 10/08/22 18   59.1  -0.1  27.4
1221601 10/08/22 15   59.2  -0.2  29.6
1221601 10/08/22 12   59.4  -0.3  27.4
1221601 10/08/22 09   59.7   0.1  17.4
1221601 10/08/22 06   59.6   0.1   9.2
1221601 10/08/22 03   59.5   0.1  10.7
1221601 10/08/22 00   59.4   0.2  12.9
1221601 09/08/22 21   59.2   0.0  20.7
1221601 09/08/22 18   59.2  -0.2  26.4
1221601 09/08/22 15   59.4  -0.2  28.4
1221601 09/08/22 12   59.6  -0.2  26.4
1221601 09/08/22 09   59.8   0.0  16.9
1221601 09/08/22 06   59.8   0.2   8.2
1221601 09/08/22 03   59.6   0.1  10.2
1221601 09/08/22 00   59.5   0.1  13.6
1221601 08/08/22 21   59.4   0.0  19.6
1221601 08/08/22 18   59.4  -0.2  26.4
1221601 08/08/22 15   59.6  -0.3  28.4
1221601 08/08/22 12   59.9  -0.1  24.4
1221601 08/08/22 09   60.0  -0.1  16.0
1221601 08/08/22 06   60.1   0.1   8.0
1221601 08/08/22 03   60.0   0.2  10.2
1221601 08/08/22 00   59.8   0.2  12.4
1221601 07/08/22 21   59.6  -0.1  18.9
1221601 07/08/22 18   59.7  -0.2  24.4
1221601 07/08/22 15   59.9  -0.1  26.7
1221601 07/08/22 12   60.0  -0.2  24.4
1221601 07/08/22 09   60.2  -0.2  16.0
1221601 07/08/22 06   60.4   0.2   6.7
1221601 07/08/22 03   60.2   0.2  10.7
1221601 07/08/22 00   60.0   0.0  13.6
1221601 06/08/22 21   60.0   0.0  18.7
1221601 06/08/22 18   60.0  -0.2  23.6
1221601 06/08/22 15   60.2   0.0  24.0
1221601 06/08/22 12   60.2  -0.1  20.2
1221601 06/08/22 09   60.3  -0.1  14.7
1221601 06/08/22 06   60.4  -0.1  14.4
1221601 06/08/22 03   60.5   0.4  14.7
1221601 06/08/22 00   60.1   0.3  21.2
1221601 05/08/22 21   59.8   0.1  28.2
1221601 05/08/22 18   59.7  -0.3  33.6
1221601 05/08/22 15   60.0  -0.2  35.2
1221601 05/08/22 12   60.2  -0.4  34.0
1221601 05/08/22 09   60.6   0.1  23.4
1221601 05/08/22 06   60.5   0.1  13.2
1221601 05/08/22 03   60.4   0.0  14.9
1221601 05/08/22 00   60.4   0.1  18.2
1221601 04/08/22 21   60.3   0.3  25.4
1221601 04/08/22 18   60.0  -0.4  33.4
1221601 04/08/22 15   60.4  -0.2  35.4
1221601 04/08/22 12   60.6  -0.6  33.6
1221601 04/08/22 09   61.2   0.0  22.4
1221601 04/08/22 06   61.2   0.2  12.9
1221601 04/08/22 03   61.0   0.0  14.4
1221601 04/08/22 00   61.0   0.1  17.6
1221601 03/08/22 21   60.9   4.1  24.7
1221601 03/08/22 18   56.8  -0.2  30.4
1221601 03/08/22 15   57.0  -0.4  33.4
1221601 03/08/22 12   57.4  -0.2  31.6
1221601 03/08/22 09   57.6   0.0  20.2
1221601 03/08/22 06   57.6   0.1  12.2
1221601 03/08/22 03   57.5   0.1  14.4
1221601 03/08/22 00   57.4   0.0  19.4
1221601 02/08/22 21   57.4   0.0  24.0
1221601 02/08/22 18   57.4  -0.4  28.0
1221601 02/08/22 15   57.8  -0.2  26.4
1221601 02/08/22 12   58.0  -0.2  26.9
1221601 02/08/22 09   58.2  -0.1  17.4
1221601 02/08/22 06   58.3   0.1  13.6
1221601 02/08/22 03   58.2   0.1  16.2
1221601 02/08/22 00   58.1   0.1  16.9
1221601 01/08/22 21   58.0   0.2  21.2
1221601 01/08/22 18   57.8   0.0  24.2
1221601 01/08/22 15   57.8  -0.3  28.9
1221601 01/08/22 12   58.1  -0.1  24.9
1221601 01/08/22 09   58.2   0.0  21.6
1221601 01/08/22 06   58.2   0.1  16.4
1221601 01/08/22 03   58.1   0.0  18.4
1221601 01/08/22 00   58.1   0.0  20.2
1221601 31/07/22 21   58.1   3.6  24.0
1221601 31/07/22 18   54.5  -0.1  25.6
1221601 31/07/22 15   54.6  -0.2  28.2
1221601 31/07/22 12   54.8  -0.4  25.4
1221601 31/07/22 09   55.2   0.2  17.6
1221601 31/07/22 06   55.0   0.0  10.2
1221601 31/07/22 03   55.0   0.1  14.2
1221601 31/07/22 00   54.9   0.1  16.7
1221601 30/07/22 21   54.8  -0.2  18.4
1221601 30/07/22 18   55.0   0.1  22.0
1221601 30/07/22 15   54.9  -0.1  22.7
1221601 30/07/22 12   55.0   0.0  20.9
1221601 30/07/22 09   55.0   0.0  18.0
1221601 30/07/22 06   55.0   0.0  16.7
1221601 30/07/22 03   55.0   0.2  18.0
1221601 30/07/22 00   54.8   0.3  18.4
1221601 29/07/22 21   54.5   0.1  22.0
1221601 29/07/22 18   54.4  -0.4  26.4
1221601 29/07/22 15   54.8  -0.1  28.7
1221601 29/07/22 12   54.9   0.0  24.7
1221601 29/07/22 09   54.9   0.1  20.9
1221601 29/07/22 06   54.8   0.0  15.6
1221601 29/07/22 03   54.8   0.0  14.2
1221601 29/07/22 00   54.8   0.1  16.4
1221601 28/07/22 21   54.7   0.1  22.7
1221601 28/07/22 18   54.6  -0.4  27.2
1221601 28/07/22 15   55.0  -0.2  28.7
1221601 28/07/22 12   55.2   0.2  24.7
1221601 28/07/22 09   55.0   0.0  15.6
1221601 28/07/22 06   55.0   0.0   6.0
1221601 28/07/22 03   55.0   0.2   7.6
1221601 28/07/22 00   54.8   0.3  11.4
1221601 27/07/22 21   54.5   0.5  18.9
1221601 27/07/22 18   54.0  -0.4  23.2
1221601 27/07/22 15   54.4   0.1  20.7
1221601 27/07/22 12   54.3   0.1  18.7
1221601 27/07/22 09   54.2  -0.1  20.0
1221601 27/07/22 06   54.3   0.2  14.0
1221601 27/07/22 03   54.1   0.1  16.7
1221601 27/07/22 00   54.0   0.0  19.2
1221601 26/07/22 21   54.0   0.0  22.9
1221601 26/07/22 18   54.0   0.0  27.2
1221601 26/07/22 15   54.0  -0.1  27.4
1221601 26/07/22 12   54.1   0.0  25.2
1221601 26/07/22 09   54.1  -0.1  21.4
1221601 26/07/22 06   54.2   0.2  21.4
1221601 26/07/22 03   54.0   0.2  24.2
1221601 26/07/22 00   53.8   0.0  26.4
1221601 25/07/22 21   53.8   0.0  30.0
1221601 25/07/22 18   53.8  -0.4  35.4
1221601 25/07/22 15   54.2  -0.3  34.4
1221601 25/07/22 12   54.5  -0.4  31.6
1221601 25/07/22 09   54.9  -0.1  21.6
1221601 25/07/22 06   55.0   0.2  11.6
1221601 25/07/22 03   54.8   0.2  13.2
1221601 25/07/22 00   54.6   0.0  17.2
1221601 24/07/22 21   54.6   0.0  24.4
1221601 24/07/22 18   54.6  -0.4  30.2
1221601 24/07/22 15   55.0  -0.4  30.7
1221601 24/07/22 12   55.4  -0.2  28.2
1221601 24/07/22 09   55.6   0.0  18.4
1221601 24/07/22 06   55.6   0.0  10.7
1221601 24/07/22 03   55.6   0.1  11.2
1221601 24/07/22 00   55.5   0.1  14.7
1221601 23/07/22 21   55.4   0.1  21.6
1221601 23/07/22 18   55.3   0.0  28.4
1221601 23/07/22 15   55.3  -0.3  25.4
1221601 23/07/22 12   55.6  -0.2  28.2
1221601 23/07/22 09   55.8   0.0  19.4
1221601 23/07/22 06   55.8   0.1  16.9
1221601 23/07/22 03   55.7   0.1  15.2
1221601 23/07/22 00   55.6   7.2  17.2
1221601 22/07/22 21   48.4  -2.5  26.0
1221601 22/07/22 18   50.9  -0.4  32.2
1221601 22/07/22 15   51.3  -0.5  32.4
1221601 22/07/22 12   51.8  -0.4  29.2
1221601 22/07/22 09   52.2   0.0  20.4
1221601 22/07/22 06   52.2   0.0  12.0
1221601 22/07/22 03   52.2   0.1  14.4
1221601 22/07/22 00   52.1   0.1  16.7
1221601 21/07/22 21   52.0   0.1  22.2
1221601 21/07/22 18   51.9   0.1  23.2
1221601 21/07/22 15   51.8   0.0  23.4
1221601 21/07/22 12   51.8  -0.1  30.0
1221601 21/07/22 09   51.9  -0.2  25.4
1221601 21/07/22 06   52.1   0.1  14.4
1221601 21/07/22 03   52.0   0.1  16.0
1221601 21/07/22 00   51.9   0.2  18.7
1221601 20/07/22 21   51.7   0.2  27.4
1221601 20/07/22 18   51.5  -0.3  34.2
1221601 20/07/22 15   51.8  -0.2  35.2
1221601 20/07/22 12   52.0  -0.6  34.2
1221601 20/07/22 09   52.6   0.0  22.2
1221601 20/07/22 06   52.6   0.0  12.7
1221601 20/07/22 03   52.6   0.2  14.0
1221601 20/07/22 00   52.4  11.7  17.4
1221601 19/07/22 21   40.7  -5.7  26.7
1221601 19/07/22 18   46.4   0.0  33.4
1221601 19/07/22 15   46.4  -0.4  34.9
1221601 19/07/22 12   46.8  -0.3  32.4
1221601 19/07/22 09   47.1  -0.1  20.0
1221601 19/07/22 06   47.2   0.0   9.6
1221601 19/07/22 03   47.2   0.2  11.2
1221601 19/07/22 00   47.0   0.0  14.4
1221601 18/07/22 21   47.0   0.2  24.4
1221601 18/07/22 18   46.8  -0.2  30.9
1221601 18/07/22 15   47.0 -36.6  31.2
1221601 18/07/22 12   83.6  -0.4  28.0
1221601 18/07/22 09   84.0   0.0  18.0
1221601 18/07/22 06   84.0   0.2   7.4
1221601 18/07/22 03   83.8   0.1   9.2
1221601 18/07/22 00   83.7   0.0  13.2
1221601 17/07/22 21   83.7   0.1  21.6
1221601 17/07/22 18   83.6  -0.3  27.4
1221601 17/07/22 15   83.9  -0.4  26.9
1221601 17/07/22 12   84.3  -0.3  23.4
1221601 17/07/22 09   84.6   0.0  14.7
1221601 17/07/22 06   84.6   0.0   4.7
1221601 17/07/22 03   84.6   0.2   6.0
1221601 17/07/22 00   84.4   0.2  10.0
1221601 16/07/22 21   84.2  -0.1  18.9
1221601 16/07/22 18   84.3   0.1  22.7
1221601 16/07/22 15   84.2  -0.4  22.2
1221601 16/07/22 12   84.6  -0.4  22.4
1221601 16/07/22 09   85.0   0.0  16.2
1221601 16/07/22 06   85.0   0.1   8.2
1221601 16/07/22 03   84.9   0.1   7.4
1221601 16/07/22 00   84.8   0.0  10.7
1221601 15/07/22 21   84.8   0.1  18.9
1221601 15/07/22 18   84.7  -0.1  21.4
1221601 15/07/22 15   84.8  -0.2  21.6
1221601 15/07/22 12   85.0  -0.2  18.4
1221601 15/07/22 09   85.2   0.0  14.2
1221601 15/07/22 06   85.2   0.1   6.7
1221601 15/07/22 03   85.1   0.0  10.2
1221601 15/07/22 00   85.1   0.3  15.2
1221601 14/07/22 21   84.8   0.2  19.2
1221601 14/07/22 18   84.6   0.2  26.9
1221601 14/07/22 15   84.4  -0.6  30.2
1221601 14/07/22 12   85.0  -0.1  26.4
1221601 14/07/22 09   85.1  -0.1  21.2
1221601 14/07/22 06   85.2   0.0  14.9
1221601 14/07/22 03   85.2   0.1  16.4
1221601 14/07/22 00   85.1   0.0  17.6
1221601 13/07/22 21   85.1   0.0  25.2
1221601 13/07/22 18   85.1  -0.3  28.9
1221601 13/07/22 15   85.4  -0.4  28.7
1221601 13/07/22 12   85.8  -0.3  28.0
1221601 13/07/22 09   86.1   0.1  16.9
1221601 13/07/22 06   86.0   0.2   9.4
1221601 13/07/22 03   85.8   0.0   8.7
1221601 13/07/22 00   85.8   0.1  12.0
1221601 12/07/22 21   85.7   0.0  20.4
1221601 12/07/22 18   85.7  -0.1  25.4
1221601 12/07/22 15   85.8  -0.6  24.2
1221601 12/07/22 12   86.4  -0.2  22.2
1221601 12/07/22 09   86.6   0.0  17.6
1221601 12/07/22 06   86.6   0.2   7.6
1221601 12/07/22 03   86.4   0.0   7.2
1221601 12/07/22 00   86.4   0.1  10.0
1221601 11/07/22 21   86.3   0.0  17.2
1221601 11/07/22 18   86.3  -0.1  24.2
1221601 11/07/22 15   86.4  -1.0  22.7
1221601 11/07/22 12   87.4  -0.3  19.2
1221601 11/07/22 09   87.7   0.1  15.4
1221601 11/07/22 06   87.6   0.0   7.4
1221601 11/07/22 03   87.6   0.1   7.4
1221601 11/07/22 00   87.5   0.0  11.6
1221601 10/07/22 21   87.5  -0.1  14.7
1221601 10/07/22 18   87.6  -0.1  17.2
1221601 10/07/22 15   87.7  -0.1  16.4
1221601 10/07/22 12   87.8   0.0  16.4
1221601 10/07/22 09   87.8  -0.2  13.4
1221601 10/07/22 06   88.0   0.0  11.4
1221601 10/07/22 03   88.0   0.2  13.2
1221601 10/07/22 00   87.8   0.0  13.2
1221601 09/07/22 21   87.8  -0.1  15.2
1221601 09/07/22 18   87.9   0.1  18.7
1221601 09/07/22 15   87.8   0.0  18.7
1221601 09/07/22 12   87.8  -0.2  20.9
1221601 09/07/22 09   88.0   0.1  18.4
1221601 09/07/22 06   87.9   0.1   8.9
1221601 09/07/22 03   87.8   0.0   8.9
1221601 09/07/22 00   87.8   0.0  12.9
1221601 08/07/22 21   87.8   0.1  17.4
1221601 08/07/22 18   87.7  -0.3  21.6
1221601 08/07/22 15   88.0  -0.3  20.2
1221601 08/07/22 12   88.3  -0.2  17.4
1221601 08/07/22 09   88.5   0.1  14.2
1221601 08/07/22 06   88.4   0.0   8.2
1221601 08/07/22 03   88.4  -0.1  11.6
1221601 08/07/22 00   88.5   0.0  14.4
1221601 07/07/22 21   88.5   0.0  15.6
1221601 07/07/22 18   88.5   0.1  16.7
1221601 07/07/22 15   88.4   0.1  15.4
1221601 07/07/22 12   88.3   0.1  15.2
1221601 07/07/22 09   88.2   0.0  14.4
1221601 07/07/22 06   88.2   0.0   9.4
1221601 07/07/22 03   88.2   0.0   8.4
1221601 07/07/22 00   88.2   0.1  12.7
1221601 06/07/22 21   88.1   0.3  18.9
1221601 06/07/22 18   87.8  -0.2  24.2
1221601 06/07/22 15   88.0  -0.2  24.2
1221601 06/07/22 12   88.2   0.0  23.6
1221601 06/07/22 09   88.2  -0.5  18.2
1221601 06/07/22 06   88.7   0.0  13.2
1221601 06/07/22 03   88.7   0.0  14.4
1221601 06/07/22 00   88.7   0.1  16.7
1221601 05/07/22 21   88.6   0.5  20.2
1221601 05/07/22 18   88.1   0.3  25.6
1221601 05/07/22 15   87.8  -0.4  27.6
1221601 05/07/22 12   88.2   0.2  26.9
1221601 05/07/22 09   88.0  -0.6  21.2
1221601 05/07/22 06   88.6  -0.2  15.6
1221601 05/07/22 03   88.8  -0.2  16.4
1221601 05/07/22 00   89.0   0.1  18.0
1221601 04/07/22 21   88.9   0.8  22.0
1221601 04/07/22 18   88.1   0.0  28.9
1221601 04/07/22 15   88.1  -0.3  26.4
1221601 04/07/22 12   88.4   0.0  24.7
1221601 04/07/22 09   88.4  -0.7  19.2
1221601 04/07/22 06   89.1   0.0  13.4
1221601 04/07/22 03   89.1   0.1  11.6
1221601 04/07/22 00   89.0   0.0  15.2
1221601 03/07/22 21   89.0   1.0  23.6
1221601 03/07/22 18   88.0   0.3  30.4
1221601 03/07/22 15   87.7  -1.2  30.0
1221601 03/07/22 12   88.9   0.1  26.9
1221601 03/07/22 09   88.8  -0.5  19.6
1221601 03/07/22 06   89.3   0.1  10.0
1221601 03/07/22 03   89.2  -0.1   9.4
1221601 03/07/22 00   89.3  -0.1  12.2
1221601 02/07/22 21   89.4   1.1  18.4
1221601 02/07/22 18   88.3   0.1  24.9
1221601 02/07/22 15   88.2  -1.2  25.2
1221601 02/07/22 12   89.4  -0.2  24.2
1221601 02/07/22 09   89.6  -0.4  16.4
1221601 02/07/22 06   90.0  -0.2   7.6
1221601 02/07/22 03   90.2   0.0   7.6
1221601 02/07/22 00   90.2   0.0  10.4
1221601 01/07/22 21   90.2   0.0  14.9
1221601 01/07/22 18   90.2   0.0  16.4
1221601 01/07/22 15   90.2   0.0  20.2
1221601 01/07/22 12   90.2   0.7  21.2
1221601 01/07/22 09   89.5  -0.3  22.2
1221601 01/07/22 06   89.8  -0.3  17.4
1221601 01/07/22 03   90.1   0.1  17.2
1221601 01/07/22 00   90.0  -0.1  19.4
1221601 30/06/22 21   90.1   1.3  24.0
1221601 30/06/22 18   88.8  -0.1  28.2
1221601 30/06/22 15   88.9  -0.7  28.7
1221601 30/06/22 12   89.6   0.1  28.0
1221601 30/06/22 09   89.5  -0.4  21.2
1221601 30/06/22 06   89.9  -0.1  18.4
1221601 30/06/22 03   90.0   0.0  18.4
1221601 30/06/22 00   90.0   0.0  19.6
1221601 29/06/22 21   90.0   1.0  21.4
1221601 29/06/22 18   89.0  -0.2  24.7
1221601 29/06/22 15   89.2  -0.4  24.4
1221601 29/06/22 12   89.6   0.2  22.7
1221601 29/06/22 09   89.4   0.0  19.2
1221601 29/06/22 06   89.4   0.0  17.2
1221601 29/06/22 03   89.4   0.2  17.2
1221601 29/06/22 00   89.2  -0.1  18.7
1221601 28/06/22 21   89.3   0.8  21.2
1221601 28/06/22 18   88.5  -0.3  25.4
1221601 28/06/22 15   88.8  -0.4  24.7
1221601 28/06/22 12   89.2  -0.2  23.4
1221601 28/06/22 09   89.4  -0.2  18.9
1221601 28/06/22 06   89.6  -0.2  17.2
1221601 28/06/22 03   89.8   0.0  17.4
1221601 28/06/22 00   89.8   0.2  20.0
1221601 27/06/22 21   89.6   0.8  24.4
1221601 27/06/22 18   88.8   0.2  36.0
1221601 27/06/22 15   88.6  -1.2  34.2
1221601 27/06/22 12   89.8  -0.2  31.2
1221601 27/06/22 09   90.0  -0.1  25.2
1221601 27/06/22 06   90.1  -0.3  16.4
1221601 27/06/22 03   90.4   0.0  14.9
1221601 27/06/22 00   90.4   0.2  18.0
1221601 26/06/22 21   90.2   0.4  23.4
1221601 26/06/22 18   89.8   0.4  30.4
1221601 26/06/22 15   89.4  -1.6  30.7
1221601 26/06/22 12   91.0   0.1  28.7
1221601 26/06/22 09   90.9  -0.5  21.4
1221601 26/06/22 06   91.4   0.0  14.2
1221601 26/06/22 03   91.4   0.0  14.4
1221601 26/06/22 00   91.4  -0.2  15.6
1221601 25/06/22 21   91.6   0.6  21.4
1221601 25/06/22 18   91.0  -0.2  24.2
1221601 25/06/22 15   91.2   0.0  22.9
1221601 25/06/22 12   91.2  -0.2  21.6
1221601 25/06/22 09   91.4  -0.2  18.2
1221601 25/06/22 06   91.6  -0.1  16.7
1221601 25/06/22 03   91.7  -0.1  17.6
1221601 25/06/22 00   91.8   0.0  18.2
1221601 24/06/22 21   91.8   0.6  19.6
1221601 24/06/22 18   91.2   0.3  20.4
1221601 24/06/22 15   90.9   0.3  18.7
1221601 24/06/22 12   90.6   0.5  22.0
1221601 24/06/22 09   90.1  -0.5  23.6
1221601 24/06/22 06   90.6   0.0  11.2
1221601 24/06/22 03   90.6  -0.2  11.4
1221601 24/06/22 00   90.8   0.0  16.2
1221601 23/06/22 21   90.8   0.6  23.6
1221601 23/06/22 18   90.2   0.4  29.6
1221601 23/06/22 15   89.8  -0.4  31.2
1221601 23/06/22 12   90.2   0.6  28.4
1221601 23/06/22 09   89.6   0.0  22.2
1221601 23/06/22 06   89.6  -0.2  12.4
1221601 23/06/22 03   89.8   0.0  12.2
1221601 23/06/22 00   89.8   0.0  16.9
1221601 22/06/22 21   89.8   0.8  22.0
1221601 22/06/22 18   89.0   1.4  27.6
1221601 22/06/22 15   87.6   0.0  29.6
1221601 22/06/22 12   87.6   0.7  28.7
1221601 22/06/22 09   86.9  -0.6  20.4
1221601 22/06/22 06   87.5  -0.1  10.0
1221601 22/06/22 03   87.6   0.0   8.2
1221601 22/06/22 00   87.6  -0.2  12.2
1221601 21/06/22 21   87.8   1.1  18.9
1221601 21/06/22 18   86.7   0.2  26.0
1221601 21/06/22 15   86.5   0.0  26.0
1221601 21/06/22 12   86.5  -0.1  21.2
1221601 21/06/22 09   86.6  -0.6  15.2
1221601 21/06/22 06   87.2  -0.2   6.9
1221601 21/06/22 03   87.4   0.0   6.2
1221601 21/06/22 00   87.4   0.0  10.4
1221601 20/06/22 21   87.4   0.0  15.6
1221601 20/06/22 18   87.4   0.0  19.6
1221601 20/06/22 15   87.4   0.1  26.2
1221601 20/06/22 12   87.3   1.8  27.6
1221601 20/06/22 09   85.5   0.6  22.2
1221601 20/06/22 06   84.9  -0.8  18.7
1221601 20/06/22 03   85.7  -0.1  19.2
1221601 20/06/22 00   85.8   0.2  24.0
1221601 19/06/22 21   85.6   1.2  28.4
1221601 19/06/22 18   84.4   0.2  37.2
1221601 19/06/22 15   84.2  -0.2  36.2
1221601 19/06/22 12   84.4   0.2  34.2
1221601 19/06/22 09   84.2   0.0  26.4
1221601 19/06/22 06   84.2  -0.4  14.2
1221601 19/06/22 03   84.6  -0.1  14.7
1221601 19/06/22 00   84.7   0.0  17.6
1221601 18/06/22 21   84.7   1.6  26.4
1221601 18/06/22 18   83.1   2.3  35.6
1221601 18/06/22 15   80.8  -0.4  33.2
1221601 18/06/22 12   81.2  -7.4  30.9
1221601 18/06/22 09   88.6  -0.7  23.2
1221601 18/06/22 06   89.3  -0.1  11.2
1221601 18/06/22 03   89.4   0.0  11.4
1221601 18/06/22 00   89.4  -0.1  14.0
1221601 17/06/22 21   89.5   1.1  20.0
1221601 17/06/22 18   88.4   0.4  29.2
1221601 17/06/22 15   88.0  -0.4  27.2
1221601 17/06/22 12   88.4   0.3  24.4
1221601 17/06/22 09   88.1  -0.5  19.2
1221601 17/06/22 06   88.6  -0.1  10.4
1221601 17/06/22 03   88.7  -0.1  12.2
1221601 17/06/22 00   88.8  -0.2  14.4
1221601 16/06/22 21   89.0   0.7  20.4
1221601 16/06/22 18   88.3   0.7  26.7
1221601 16/06/22 15   87.6  -0.4  28.2
1221601 16/06/22 12   88.0   0.2  28.4
1221601 16/06/22 09   87.8  -0.2  20.0
1221601 16/06/22 06   88.0   0.0  10.7
1221601 16/06/22 03   88.0   0.0   9.4
1221601 16/06/22 00   88.0   0.0  12.9
1221601 15/06/22 21   88.0   1.0  20.9
1221601 15/06/22 18   87.0   1.0  30.0
1221601 15/06/22 15   86.0  -0.6  28.7
1221601 15/06/22 12   86.6   0.6  26.7
1221601 15/06/22 09   86.0  -0.6  18.2
1221601 15/06/22 06   86.6   0.1   7.6
1221601 15/06/22 03   86.5  -0.1   8.0
1221601 15/06/22 00   86.6  -0.2  12.9
1221601 14/06/22 21   86.8   0.6  18.0
1221601 14/06/22 18   86.2   1.0  26.0
1221601 14/06/22 15   85.2  -0.8  24.4
1221601 14/06/22 12   86.0   0.2  21.6
1221601 14/06/22 09   85.8  -0.6  15.6
1221601 14/06/22 06   86.4  -0.1   8.9
1221601 14/06/22 03   86.5   0.0   6.2
