STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1236505 20/12/21 12   22.1   0.1  -0.8
1236505 20/12/21 09   22.0  -0.2  -0.5
1236505 20/12/21 06   22.2  -0.1   0.9
1236505 20/12/21 03   22.3   0.0   3.2
1236505 20/12/21 00   22.3   0.0   4.0
1236505 19/12/21 21   22.3   0.0   3.9
1236505 19/12/21 18   22.3  -0.1   4.5
1236505 19/12/21 15   22.4   0.0   4.5
1236505 19/12/21 12   22.4   0.1   4.0
1236505 19/12/21 09   22.3  -0.2   3.8
1236505 19/12/21 06   22.5   0.0   4.5
1236505 19/12/21 03   22.5   0.1   4.3
1236505 19/12/21 00   22.4   0.0   2.4
1236505 18/12/21 21   22.4   0.0   3.1
1236505 18/12/21 18   22.4  -0.1   3.5
1236505 18/12/21 15   22.5   0.0   3.8
1236505 18/12/21 12   22.5   0.2   2.4
1236505 18/12/21 09   22.3  -0.1   0.8
1236505 18/12/21 06   22.4   0.0   1.3
1236505 18/12/21 03   22.4   0.0   2.6
1236505 18/12/21 00   22.4   0.0   1.0
1236505 17/12/21 21   22.4   0.0   1.6
1236505 17/12/21 18   22.4  -0.1   3.2
1236505 17/12/21 15   22.5   0.0   4.4
1236505 17/12/21 12   22.5   0.0   3.5
1236505 17/12/21 09   22.5   0.1   1.8
1236505 17/12/21 06   22.4   0.0   1.7
1236505 17/12/21 03   22.4  -0.1   1.7
1236505 17/12/21 00   22.5  -0.1   3.0
1236505 16/12/21 21   22.6   0.0   6.4
1236505 16/12/21 18   22.6  -0.1   6.8
1236505 16/12/21 15   22.7   0.0   7.4
1236505 16/12/21 12   22.7   0.0   6.0
1236505 16/12/21 09   22.7   0.1   5.0
1236505 16/12/21 06   22.6   0.0   4.6
1236505 16/12/21 03   22.6   0.0   4.7
1236505 16/12/21 00   22.6   0.0   4.5
1236505 15/12/21 21   22.6   0.0   5.0
1236505 15/12/21 18   22.6   0.0   5.2
1236505 15/12/21 15   22.6   0.0   5.0
1236505 15/12/21 12   22.6   0.1   4.0
1236505 15/12/21 09   22.5   0.0   2.9
1236505 15/12/21 06   22.5   0.0   3.5
1236505 15/12/21 03   22.5   0.0   3.2
1236505 15/12/21 00   22.5   0.0   4.4
1236505 14/12/21 21   22.5   0.0   4.7
1236505 14/12/21 18   22.5   0.0   5.0
1236505 14/12/21 15   22.5   0.0   5.1
1236505 14/12/21 12   22.5   0.0   4.4
1236505 14/12/21 09   22.5   0.0   4.1
1236505 14/12/21 06   22.5   0.1   4.3
1236505 14/12/21 03   22.4   0.0   4.4
1236505 14/12/21 00   22.4   0.0   4.7
1236505 13/12/21 21   22.4   0.1   4.8
1236505 13/12/21 18   22.3  -0.1   5.1
1236505 13/12/21 15   22.4  -0.1   6.2
1236505 13/12/21 12   22.5   0.1   3.8
1236505 13/12/21 09   22.4  -0.1   2.4
1236505 13/12/21 06   22.5  -0.1   2.6
1236505 13/12/21 03   22.6  -0.1   2.4
1236505 13/12/21 00   22.7  -0.2   2.0
1236505 12/12/21 21   22.9   0.0   2.0
1236505 12/12/21 18   22.9  -0.1   2.3
1236505 12/12/21 15   23.0  -0.1   2.5
1236505 12/12/21 12   23.1   0.1   1.8
1236505 12/12/21 09   23.0   0.0   1.1
1236505 12/12/21 06   23.0   0.1   0.9
1236505 12/12/21 03   22.9  -0.1   0.6
1236505 12/12/21 00   23.0   0.0   0.8
1236505 11/12/21 21   23.0  -0.1   1.1
1236505 11/12/21 18   23.1   0.0   1.2
1236505 11/12/21 15   23.1   0.1   1.7
1236505 11/12/21 12   23.0   0.1  -0.1
1236505 11/12/21 09   22.9   0.0   0.2
1236505 11/12/21 06   22.9   0.0   0.2
1236505 11/12/21 03   22.9   0.0   0.2
1236505 11/12/21 00   22.9   0.0   0.1
1236505 10/12/21 21   22.9   0.0   0.2
1236505 10/12/21 18   22.9  -0.4   0.4
1236505 10/12/21 15   23.3  -0.1   2.5
1236505 10/12/21 12   23.4   0.2   1.6
1236505 10/12/21 09   23.2   0.0   0.9
1236505 10/12/21 06   23.2   0.0   0.8
1236505 10/12/21 03   23.2  -0.1   0.9
1236505 10/12/21 00   23.3   0.0   1.2
1236505 09/12/21 21   23.3   0.1   1.1
1236505 09/12/21 18   23.2   0.3   1.0
1236505 09/12/21 15   22.9   0.1   0.9
1236505 09/12/21 12   22.8  -0.1   0.2
1236505 09/12/21 09   22.9   0.1  -0.4
1236505 09/12/21 06   22.8  -0.1  -0.4
1236505 09/12/21 03   22.9   0.0  -0.6
1236505 09/12/21 00   22.9   0.1  -0.7
1236505 08/12/21 21   22.8   0.0  -0.8
1236505 08/12/21 18   22.8  -0.1  -0.5
1236505 08/12/21 15   22.9   0.0   0.4
1236505 08/12/21 12   22.9   0.1   0.5
1236505 08/12/21 09   22.8   0.0   0.0
1236505 08/12/21 06   22.8   0.0  -0.4
1236505 08/12/21 03   22.8   0.0  -0.4
1236505 08/12/21 00   22.8   0.0   0.4
1236505 07/12/21 21   22.8   0.0   0.5
1236505 07/12/21 18   22.8   0.2   0.8
1236505 07/12/21 15   22.6   0.0   0.8
1236505 07/12/21 12   22.6   0.1   0.7
1236505 07/12/21 09   22.5   0.0   0.0
1236505 07/12/21 06   22.5   0.0   0.0
1236505 07/12/21 03   22.5   0.0   0.0
1236505 07/12/21 00   22.5   0.0   0.4
1236505 06/12/21 21   22.5  -0.1   0.8
1236505 06/12/21 18   22.6  -0.1   0.9
1236505 06/12/21 15   22.7   0.0   1.3
1236505 06/12/21 12   22.7   0.2   1.2
1236505 06/12/21 09   22.5   0.0   0.4
1236505 06/12/21 06   22.5   0.1   0.1
1236505 06/12/21 03   22.4   0.0   0.0
1236505 06/12/21 00   22.4  -0.1   0.0
1236505 05/12/21 21   22.5  -0.2   0.7
1236505 05/12/21 18   22.7  -0.4   1.5
1236505 05/12/21 15   23.1  -0.5   3.2
1236505 05/12/21 12   23.6   0.1   1.9
1236505 05/12/21 09   23.5   0.0   1.6
1236505 05/12/21 06   23.5   0.0   1.8
1236505 05/12/21 03   23.5   0.2   1.2
1236505 05/12/21 00   23.3   0.6   0.9
1236505 04/12/21 21   22.7   0.3   0.9
1236505 04/12/21 18   22.4   0.0   1.0
1236505 04/12/21 15   22.4   0.0   1.1
1236505 04/12/21 12   22.4   0.1   0.5
1236505 04/12/21 09   22.3   0.1  -0.4
1236505 04/12/21 06   22.2   0.0  -0.8
1236505 04/12/21 03   22.2   0.0  -1.6
1236505 04/12/21 00   22.2   0.0  -0.7
1236505 03/12/21 21   22.2  -0.1   0.4
1236505 03/12/21 18   22.3   0.0   0.2
1236505 03/12/21 15   22.3  -0.1   0.7
1236505 03/12/21 12   22.4  -0.1  -0.7
1236505 03/12/21 09   22.5   0.1  -2.0
1236505 03/12/21 06   22.4   0.1  -2.0
1236505 03/12/21 03   22.3  -0.1  -0.3
1236505 03/12/21 00   22.4   0.0   0.7
1236505 02/12/21 21   22.4   0.1   0.9
1236505 02/12/21 18   22.3   0.0   2.6
1236505 02/12/21 15   22.3   0.0   3.4
1236505 02/12/21 12   22.3   0.0   3.5
1236505 02/12/21 09   22.3   0.0   2.6
1236505 02/12/21 06   22.3  -0.1   4.0
1236505 02/12/21 03   22.4   0.0   4.9
1236505 02/12/21 00   22.4   0.0   5.8
1236505 01/12/21 21   22.4   0.0   6.4
1236505 01/12/21 18   22.4  -0.1   5.7
1236505 01/12/21 15   22.5  -0.8   5.1
1236505 01/12/21 12   23.3  -1.0   3.7
1236505 01/12/21 09   24.3  -0.5   2.8
1236505 01/12/21 06   24.8  -0.8   2.5
1236505 01/12/21 03   25.6  -0.8   2.3
1236505 01/12/21 00   26.4   0.1   2.0
1236505 30/11/21 21   26.3   0.8   1.6
1236505 30/11/21 18   25.5   1.6   1.3
1236505 30/11/21 15   23.9   0.8   1.2
1236505 30/11/21 12   23.1   1.0   1.2
1236505 30/11/21 09   22.1   0.0   1.1
1236505 30/11/21 06   22.1  -0.1   0.5
1236505 30/11/21 03   22.2   0.0   0.4
1236505 30/11/21 00   22.2   0.0   0.8
1236505 29/11/21 21   22.2   0.0   1.1
1236505 29/11/21 18   22.2   0.0   1.5
1236505 29/11/21 15   22.2   0.0   1.9
1236505 29/11/21 12   22.2   0.2   1.3
1236505 29/11/21 09   22.0   0.0   0.2
1236505 29/11/21 06   22.0   0.0   0.1
1236505 29/11/21 03   22.0   0.0   0.4
1236505 29/11/21 00   22.0  -0.1   0.8
1236505 28/11/21 21   22.1   0.0   1.0
1236505 28/11/21 18   22.1   0.1   1.2
1236505 28/11/21 15   22.0   0.0   1.6
1236505 28/11/21 12   22.0   0.0   0.8
1236505 28/11/21 09   22.0   0.0   0.7
1236505 28/11/21 06   22.0   0.0   1.4
1236505 28/11/21 03   22.0  -0.1   1.5
1236505 28/11/21 00   22.1   0.5   2.4
1236505 27/11/21 21   21.6  -0.1   3.0
1236505 27/11/21 18   21.7   0.1   3.6
1236505 27/11/21 15   21.6   0.0   3.6
1236505 27/11/21 12   21.6   0.0   2.4
1236505 27/11/21 09   21.6   0.0   1.2
1236505 27/11/21 06   21.6   0.0   1.2
1236505 27/11/21 03   21.6   0.0   1.7
1236505 27/11/21 00   21.6   0.0   1.0
1236505 26/11/21 21   21.6   0.0   1.2
1236505 26/11/21 18   21.6   0.0   2.4
1236505 26/11/21 15   21.6  -0.1   3.4
1236505 26/11/21 12   21.7   0.1   2.1
1236505 26/11/21 09   21.6   0.0   0.9
1236505 26/11/21 06   21.6   0.0   1.2
1236505 26/11/21 03   21.6   0.0   1.2
1236505 26/11/21 00   21.6   0.0   1.1
1236505 25/11/21 21   21.6   0.0   1.3
1236505 25/11/21 18   21.6  -0.1   1.6
1236505 25/11/21 15   21.7   0.0   2.0
1236505 25/11/21 12   21.7   0.1   1.6
1236505 25/11/21 09   21.6   0.0   1.2
1236505 25/11/21 06   21.6  -0.1   1.6
1236505 25/11/21 03   21.7   0.0   2.3
1236505 25/11/21 00   21.7   0.0   2.6
1236505 24/11/21 21   21.7   0.0   3.2
1236505 24/11/21 18   21.7  -0.1   4.2
1236505 24/11/21 15   21.8   0.1   5.8
1236505 24/11/21 12   21.7   0.0   4.1
1236505 24/11/21 09   21.7   0.0   2.7
1236505 24/11/21 06   21.7   0.0   2.8
1236505 24/11/21 03   21.7   0.0   2.8
1236505 24/11/21 00   21.7   0.0   3.0
1236505 23/11/21 21   21.7   0.1   2.7
1236505 23/11/21 18   21.6  -0.1   3.2
1236505 23/11/21 15   21.7   0.1   2.7
1236505 23/11/21 12   21.6   0.1  -2.5
1236505 23/11/21 09   21.5   0.0  -4.2
1236505 23/11/21 06   21.5   0.0  -3.4
1236505 23/11/21 03   21.5  -0.1  -2.2
1236505 23/11/21 00   21.6   0.1   0.0
1236505 22/11/21 21   21.5   0.1   1.0
1236505 22/11/21 18   21.4  -0.1   4.1
1236505 22/11/21 15   21.5   0.0   5.7
1236505 22/11/21 12   21.5   0.1   5.2
1236505 22/11/21 09   21.4   0.1   3.4
1236505 22/11/21 06   21.3  -0.1   4.5
1236505 22/11/21 03   21.4   0.0   4.5
1236505 22/11/21 00   21.4   0.1   4.5
1236505 21/11/21 21   21.3  -0.1   4.7
1236505 21/11/21 18   21.4   0.1   4.8
1236505 21/11/21 15   21.3   0.0   4.8
1236505 21/11/21 12   21.3  -0.1   4.3
1236505 21/11/21 09   21.4   0.0   4.1
1236505 21/11/21 06   21.4   0.0   4.8
1236505 21/11/21 03   21.4  -0.1   5.6
1236505 21/11/21 00   21.5   0.0   6.2
1236505 20/11/21 21   21.5  -0.1   6.7
1236505 20/11/21 18   21.6   0.0   7.5
1236505 20/11/21 15   21.6   0.0   8.6
1236505 20/11/21 12   21.6   0.0   8.0
1236505 20/11/21 09   21.6   0.0   6.9
1236505 20/11/21 06   21.6   0.0   7.2
1236505 20/11/21 03   21.6   0.0   7.6
1236505 20/11/21 00   21.6   0.0   7.5
1236505 19/11/21 21   21.6   0.0   6.8
1236505 19/11/21 18   21.6   0.0   7.2
1236505 19/11/21 15   21.6   0.0   7.3
1236505 19/11/21 12   21.6   0.1   6.0
1236505 19/11/21 09   21.5   0.0   5.4
1236505 19/11/21 06   21.5   0.0   5.7
1236505 19/11/21 03   21.5  -0.1   5.7
1236505 19/11/21 00   21.6   0.0   5.5
1236505 18/11/21 21   21.6   0.0   5.9
1236505 18/11/21 18   21.6  -0.1   6.4
1236505 18/11/21 15   21.7   0.0   7.2
1236505 18/11/21 12   21.7   0.0   5.8
1236505 18/11/21 09   21.7   0.0   4.8
1236505 18/11/21 06   21.7   0.0   4.8
1236505 18/11/21 03   21.7   0.0   4.7
1236505 18/11/21 00   21.7   0.1   4.4
1236505 17/11/21 21   21.6  -0.1   4.4
1236505 17/11/21 18   21.7   0.0   4.7
1236505 17/11/21 15   21.7   0.0   4.8
1236505 17/11/21 12   21.7   0.0   4.8
1236505 17/11/21 09   21.7   0.0   4.7
1236505 17/11/21 06   21.7   0.0   5.0
1236505 17/11/21 03   21.7   0.0   4.9
1236505 17/11/21 00   21.7   0.0   5.1
1236505 16/11/21 21   21.7   0.0   5.2
1236505 16/11/21 18   21.7   0.0   5.7
1236505 16/11/21 15   21.7   0.0   6.0
1236505 16/11/21 12   21.7   0.0   4.8
1236505 16/11/21 09   21.7   0.0   4.0
1236505 16/11/21 06   21.7   0.0   4.2
1236505 16/11/21 03   21.7   0.0   4.5
1236505 16/11/21 00   21.7   0.0   4.4
1236505 15/11/21 21   21.7   0.0   4.3
1236505 15/11/21 18   21.7   0.0   4.4
1236505 15/11/21 15   21.7   0.0   4.8
1236505 15/11/21 12   21.7   0.0   4.5
1236505 15/11/21 09   21.7  -0.1   4.8
1236505 15/11/21 06   21.8   0.0   5.5
1236505 15/11/21 03   21.8   0.0   5.7
1236505 15/11/21 00   21.8   0.1   5.8
1236505 14/11/21 21   21.7   0.0   5.8
1236505 14/11/21 18   21.7  -0.1   6.4
1236505 14/11/21 15   21.8   0.0   7.9
1236505 14/11/21 12   21.8   0.1   5.8
1236505 14/11/21 09   21.7   0.0   4.5
1236505 14/11/21 06   21.7   0.0   4.7
1236505 14/11/21 03   21.7   0.0   4.6
1236505 14/11/21 00   21.7   0.0   4.5
1236505 13/11/21 21   21.7   0.1   4.6
1236505 13/11/21 18   21.6   0.1   4.8
1236505 13/11/21 15   21.5   0.1   5.2
1236505 13/11/21 12   21.4   0.0   3.9
1236505 13/11/21 09   21.4   0.0   2.8
1236505 13/11/21 06   21.4   0.0   2.6
1236505 13/11/21 03   21.4   0.0   2.8
1236505 13/11/21 00   21.4   0.0   3.0
1236505 12/11/21 21   21.4   0.0   3.3
1236505 12/11/21 18   21.4   0.0   4.1
1236505 12/11/21 15   21.4   0.0   4.6
1236505 12/11/21 12   21.4   0.1   2.4
1236505 12/11/21 09   21.3   0.0   0.9
1236505 12/11/21 06   21.3  -0.1   1.4
1236505 12/11/21 03   21.4   0.0   2.3
1236505 12/11/21 00   21.4   0.0   2.9
1236505 11/11/21 21   21.4   0.0   3.5
1236505 11/11/21 18   21.4  -0.1   4.5
1236505 11/11/21 15   21.5   0.1   4.6
1236505 11/11/21 12   21.4   0.1   3.1
1236505 11/11/21 09   21.3   0.1   1.2
1236505 11/11/21 06   21.2   0.0  -1.0
1236505 11/11/21 03   21.2   0.0   0.1
1236505 11/11/21 00   21.2  -0.1   0.7
1236505 10/11/21 21   21.3  -0.1   1.5
1236505 10/11/21 18   21.4  -0.2   5.2
1236505 10/11/21 15   21.6   0.0   7.5
1236505 10/11/21 12   21.6   0.2   4.1
1236505 10/11/21 09   21.4  -0.1   1.6
1236505 10/11/21 06   21.5   0.1   2.7
1236505 10/11/21 03   21.4   0.0   2.6
1236505 10/11/21 00   21.4   0.0   1.9
1236505 09/11/21 21   21.4  -0.2   2.6
1236505 09/11/21 18   21.6   0.0   7.4
1236505 09/11/21 15   21.6   0.0   6.5
1236505 09/11/21 12   21.6   0.2   4.2
1236505 09/11/21 09   21.4   0.0   2.3
1236505 09/11/21 06   21.4  -0.1   1.8
1236505 09/11/21 03   21.5   0.0   4.0
1236505 09/11/21 00   21.5   0.0   3.9
1236505 08/11/21 21   21.5  -0.1   4.6
1236505 08/11/21 18   21.6  -0.1   6.4
1236505 08/11/21 15   21.7   0.0   7.5
1236505 08/11/21 12   21.7   0.0   6.5
1236505 08/11/21 09   21.7   0.0   5.2
1236505 08/11/21 06   21.7   0.1   5.2
1236505 08/11/21 03   21.6   0.0   5.3
1236505 08/11/21 00   21.6   0.0   5.9
1236505 07/11/21 21   21.6   0.0   6.0
1236505 07/11/21 18   21.6   0.1   5.7
1236505 07/11/21 15   21.5   0.1   5.0
1236505 07/11/21 12   21.4   0.1   4.4
1236505 07/11/21 09   21.3  -0.1   2.1
1236505 07/11/21 06   21.4   0.0   2.8
1236505 07/11/21 03   21.4   0.0   3.9
1236505 07/11/21 00   21.4   0.0   3.1
1236505 06/11/21 21   21.4  -0.1   3.6
1236505 06/11/21 18   21.5  -0.2   6.8
1236505 06/11/21 15   21.7  -0.1   7.2
1236505 06/11/21 12   21.8   0.1   6.4
1236505 06/11/21 09   21.7   0.0   4.4
1236505 06/11/21 06   21.7   0.0   5.0
1236505 06/11/21 03   21.7   0.0   5.3
1236505 06/11/21 00   21.7   0.1   5.5
1236505 05/11/21 21   21.6   0.0   4.8
1236505 05/11/21 18   21.6  -0.1   6.0
1236505 05/11/21 15   21.7   0.0   6.6
1236505 05/11/21 12   21.7   0.2   6.0
1236505 05/11/21 09   21.5   0.0   5.6
1236505 05/11/21 06   21.5   0.0   5.5
1236505 05/11/21 03   21.5   0.0   5.5
1236505 05/11/21 00   21.5  -0.1   5.6
1236505 04/11/21 21   21.6   0.0   5.7
1236505 04/11/21 18   21.6   0.1   6.3
1236505 04/11/21 15   21.5  -0.1   5.9
1236505 04/11/21 12   21.6   0.1   5.2
1236505 04/11/21 09   21.5  -0.1   6.1
1236505 04/11/21 06   21.6   0.0   6.1
1236505 04/11/21 03   21.6   0.0   5.9
1236505 04/11/21 00   21.6   0.1   6.0
1236505 03/11/21 21   21.5   0.0   6.9
1236505 03/11/21 18   21.5  -0.1   7.6
1236505 03/11/21 15   21.6  -0.2  10.1
1236505 03/11/21 12   21.8   0.2   8.0
1236505 03/11/21 09   21.6   0.0   3.2
1236505 03/11/21 06   21.6   0.0   3.5
1236505 03/11/21 03   21.6  -0.1   4.9
1236505 03/11/21 00   21.7   0.0   6.7
1236505 02/11/21 21   21.7   0.0   6.8
1236505 02/11/21 18   21.7  -0.2   8.4
1236505 02/11/21 15   21.9  -0.1  10.1
1236505 02/11/21 12   22.0   0.1   8.5
1236505 02/11/21 09   21.9   0.0   6.4
1236505 02/11/21 06   21.9   0.0   6.0
1236505 02/11/21 03   21.9  -0.1   5.9
1236505 02/11/21 00   22.0  -0.1   6.0
1236505 01/11/21 21   22.1   0.1   6.2
1236505 01/11/21 18   22.0   0.2   6.7
1236505 01/11/21 15   21.8   0.1   6.4
1236505 01/11/21 12   21.7   0.0   4.4
1236505 01/11/21 09   21.7   0.1   0.8
1236505 01/11/21 06   21.6  -0.1   0.8
1236505 01/11/21 03   21.7   0.0   1.8
1236505 31/10/21 23   21.7  -0.1   3.5
1236505 31/10/21 20   21.8   0.0   5.4
1236505 31/10/21 17   21.8  -0.1   9.2
1236505 31/10/21 14   21.9  -0.1  14.3
1236505 31/10/21 11   22.0   0.3  14.4
1236505 31/10/21 08   21.7   0.0   1.8
1236505 31/10/21 05   21.7   0.0   2.0
1236505 31/10/21 02   21.7   0.0   2.8
1236505 31/10/21 00   21.7   0.0   3.6
1236505 30/10/21 21   21.7  -0.1   4.4
1236505 30/10/21 18   21.8  -0.1   6.8
1236505 30/10/21 15   21.9   0.0  12.0
1236505 30/10/21 12   21.9   0.2   6.4
1236505 30/10/21 09   21.7   0.1  -2.0
1236505 30/10/21 06   21.6   0.0  -1.3
1236505 30/10/21 03   21.6   0.0  -0.8
1236505 30/10/21 00   21.6  -0.1   0.1
1236505 29/10/21 21   21.7   0.0   1.2
1236505 29/10/21 18   21.7  -0.1   5.0
1236505 29/10/21 15   21.8   0.0   6.3
1236505 29/10/21 12   21.8   0.1   4.4
1236505 29/10/21 09   21.7   0.1   2.2
1236505 29/10/21 06   21.6   0.0   2.0
1236505 29/10/21 03   21.6  -0.1   1.3
1236505 29/10/21 00   21.7   0.0   0.8
1236505 28/10/21 21   21.7  -0.1   3.3
1236505 28/10/21 18   21.8  -0.1   8.8
1236505 28/10/21 15   21.9  -0.1  15.5
1236505 28/10/21 12   22.0   0.3  13.9
1236505 28/10/21 09   21.7   0.0   3.1
1236505 28/10/21 06   21.7  -0.1   5.0
1236505 28/10/21 03   21.8   0.0   6.0
1236505 28/10/21 00   21.8   0.0   6.4
1236505 27/10/21 21   21.8  -0.1   8.2
1236505 27/10/21 18   21.9   0.1   9.8
1236505 27/10/21 15   21.8   0.0   9.8
1236505 27/10/21 12   21.8   0.0   9.0
1236505 27/10/21 09   21.8   0.1   7.4
1236505 27/10/21 06   21.7   0.0   6.8
1236505 27/10/21 03   21.7   0.0   7.2
1236505 27/10/21 00   21.7   0.0   7.2
1236505 26/10/21 21   21.7   0.0   7.0
1236505 26/10/21 18   21.7   0.0   9.3
1236505 26/10/21 15   21.7   0.1   8.8
1236505 26/10/21 12   21.6   0.1   5.2
1236505 26/10/21 09   21.5   0.0   0.3
1236505 26/10/21 06   21.5   0.0   1.8
1236505 26/10/21 03   21.5   0.0   2.9
1236505 26/10/21 00   21.5  -0.1   3.2
1236505 25/10/21 21   21.6   0.0   4.4
1236505 25/10/21 18   21.6  -0.1   8.0
1236505 25/10/21 15   21.7   0.0  10.8
1236505 25/10/21 12   21.7   0.1   8.0
1236505 25/10/21 09   21.6   0.0  -2.5
1236505 25/10/21 06   21.6   0.1  -2.0
1236505 25/10/21 03   21.5   0.0  -1.2
1236505 25/10/21 00   21.5  -0.1   0.3
1236505 24/10/21 21   21.6  -0.1   4.2
1236505 24/10/21 18   21.7  -0.1   7.8
1236505 24/10/21 15   21.8  -0.2  14.4
1236505 24/10/21 12   22.0   0.2  12.4
1236505 24/10/21 09   21.8   0.1  -2.4
1236505 24/10/21 06   21.7  -0.1  -1.9
1236505 24/10/21 03   21.8   0.1  -0.7
1236505 24/10/21 00   21.7  -0.1   0.9
1236505 23/10/21 21   21.8  -0.2   4.5
1236505 23/10/21 18   22.0  -0.1   8.1
1236505 23/10/21 15   22.1   0.0   9.7
1236505 23/10/21 12   22.1   0.0   7.2
1236505 23/10/21 09   22.1   0.0   2.9
1236505 23/10/21 06   22.1   0.1   3.5
1236505 23/10/21 03   22.0   0.0   4.7
1236505 23/10/21 00   22.0   0.1   6.5
1236505 22/10/21 21   21.9   0.0   7.4
1236505 22/10/21 18   21.9  -0.1   8.0
1236505 22/10/21 15   22.0  -0.1  10.1
1236505 22/10/21 12   22.1   0.0   7.2
1236505 22/10/21 09   22.1   0.0   3.5
1236505 22/10/21 06   22.1  -0.1   4.0
1236505 22/10/21 03   22.2   0.0   6.1
1236505 22/10/21 00   22.2   0.1   6.4
1236505 21/10/21 21   22.1   0.0   9.2
1236505 21/10/21 18   22.1  -0.2  10.2
1236505 21/10/21 15   22.3   0.1  11.8
1236505 21/10/21 12   22.2  -0.2  13.6
1236505 21/10/21 09   22.4  -0.4  12.8
1236505 21/10/21 06   22.8   0.0  12.3
1236505 21/10/21 03   22.8   0.1  12.4
1236505 21/10/21 00   22.7  -0.1  14.4
1236505 20/10/21 21   22.8   0.0  15.1
1236505 20/10/21 18   22.8  -0.1  16.8
1236505 20/10/21 15   22.9   0.0  19.4
1236505 20/10/21 12   22.9   0.2  16.6
1236505 20/10/21 09   22.7  -0.1   6.0
1236505 20/10/21 06   22.8   0.0   7.2
1236505 20/10/21 03   22.8   0.0   8.3
1236505 20/10/21 00   22.8   0.0  10.9
1236505 19/10/21 21   22.8  -0.1  11.1
1236505 19/10/21 18   22.9  -0.1  12.1
1236505 19/10/21 15   23.0  -0.1  13.9
1236505 19/10/21 12   23.1   0.2  13.3
1236505 19/10/21 09   22.9   0.0   2.9
1236505 19/10/21 06   22.9   0.0   3.4
1236505 19/10/21 03   22.9  -0.1   4.4
1236505 19/10/21 00   23.0   0.0   5.2
1236505 18/10/21 21   23.0  -0.1   7.6
1236505 18/10/21 18   23.1  -0.1  12.0
1236505 18/10/21 15   23.2  -1.3  16.8
1236505 18/10/21 12   24.5   0.3  15.7
1236505 18/10/21 09   24.2   0.0   1.4
1236505 18/10/21 06   24.2  -0.1   2.0
1236505 18/10/21 03   24.3   0.0   4.7
1236505 18/10/21 00   24.3  -0.1   6.0
1236505 17/10/21 21   24.4  -0.1   7.1
1236505 17/10/21 18   24.5   0.0   9.1
1236505 17/10/21 15   24.5   0.0   8.9
1236505 17/10/21 12   24.5   0.1   4.8
1236505 17/10/21 09   24.4  -0.1   1.4
1236505 17/10/21 06   24.5   0.1  -0.6
1236505 17/10/21 03   24.4  -0.1   0.0
1236505 17/10/21 00   24.5   0.0   1.3
1236505 16/10/21 21   24.5  -0.2   3.9
1236505 16/10/21 18   24.7   0.0   8.7
1236505 16/10/21 15   24.7   0.0  13.6
1236505 16/10/21 12   24.7   0.1   5.7
1236505 16/10/21 09   24.6  -0.1   3.0
1236505 16/10/21 06   24.7   0.0   2.2
1236505 16/10/21 03   24.7   0.0   3.2
1236505 16/10/21 00   24.7  -0.1   5.0
1236505 15/10/21 21   24.8  -0.1   9.5
1236505 15/10/21 18   24.9  -0.1  11.8
1236505 15/10/21 15   25.0   0.0  13.2
1236505 15/10/21 12   25.0   0.1  10.9
1236505 15/10/21 09   24.9   0.0   8.4
1236505 15/10/21 06   24.9   0.0   8.8
1236505 15/10/21 03   24.9   0.0   8.8
1236505 15/10/21 00   24.9   0.0   8.6
1236505 14/10/21 21   24.9   0.0   8.5
1236505 14/10/21 18   24.9  -0.1   9.2
1236505 14/10/21 15   25.0   0.0   9.5
1236505 14/10/21 12   25.0   0.1   8.4
1236505 14/10/21 09   24.9   0.0   6.4
1236505 14/10/21 06   24.9   0.1   5.9
1236505 14/10/21 03   24.8   0.0   4.5
1236505 14/10/21 00   24.8  -0.1   3.2
1236505 13/10/21 21   24.9  -0.1   4.3
1236505 13/10/21 18   25.0  -0.1   8.8
1236505 13/10/21 15   25.1  -0.1  12.6
1236505 13/10/21 12   25.2   0.0   9.2
1236505 13/10/21 09   25.2   0.0   5.1
1236505 13/10/21 06   25.2   0.0   4.3
1236505 13/10/21 03   25.2   0.0   2.5
1236505 13/10/21 00   25.2  -0.1   2.9
1236505 12/10/21 21   25.3  -0.2   4.6
1236505 12/10/21 18   25.5   0.1   8.8
1236505 12/10/21 15   25.4   0.0  10.1
1236505 12/10/21 12   25.4   0.0   9.7
1236505 12/10/21 09   25.4   0.1   6.8
1236505 12/10/21 06   25.3   0.1   7.0
1236505 12/10/21 03   25.2  -0.1   6.8
1236505 12/10/21 00   25.3   0.0   6.8
1236505 11/10/21 21   25.3  -0.1   8.4
1236505 11/10/21 18   25.4  -0.1  10.4
1236505 11/10/21 15   25.5   0.0  14.5
1236505 11/10/21 12   25.5   0.0   6.5
1236505 11/10/21 09   25.5   0.0  -0.5
1236505 11/10/21 06   25.5   0.0  -1.6
1236505 11/10/21 03   25.5   0.0  -0.4
1236505 11/10/21 00   25.5   0.0   1.2
1236505 10/10/21 21   25.5  -0.2   4.3
1236505 10/10/21 18   25.7  -0.1   9.4
1236505 10/10/21 15   25.8  -0.1  16.8
1236505 10/10/21 12   25.9   0.1  16.7
1236505 10/10/21 09   25.8   0.0  -1.5
1236505 10/10/21 06   25.8   0.1  -0.9
1236505 10/10/21 03   25.7  -0.1   0.2
1236505 10/10/21 00   25.8   0.0   1.2
1236505 09/10/21 21   25.8  -0.2   4.3
